,id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
421,4978334.0,unknown,0.0,0.0,False,2,True,False,Ãlvaro ObregÃ³n,19.36394,-99.2194,Private room,6,2.0,3.0,6.0,2028.0,1,1125,171,11,0,4.73,5.0,4.82,4.73,4.91,4.55,4.73,False,2,0.14
422,4983049.0,within a few hours,1.0,0.52,False,1,True,True,CuauhtÃ©moc,19.42216,-99.16518,Entire home/apt,4,1.0,1.0,1.0,808.0,4,1125,321,83,3,4.56,4.83,4.66,4.95,4.95,4.93,4.62,False,1,0.92
423,5007117.0,unknown,0.0,0.0,False,1,True,True,Miguel Hidalgo,19.43243,-99.20933,Entire home/apt,4,3.5,4.0,4.0,6058.0,365,1125,0,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
424,5738254.0,within a few hours,0.92,0.72,False,4,True,True,CoyoacÃ¡n,19.35218,-99.15638,Private room,1,1.0,1.0,1.0,403.0,2,90,141,51,6,4.96,4.98,4.86,4.96,4.98,5.0,4.96,False,3,0.58
425,5013545.0,within a few hours,1.0,0.0,False,2,True,True,Cuajimalpa de Morelos,19.34135,-99.30733,Entire home/apt,8,2.0,3.0,4.0,1521.0,90,1000,362,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,2,0.0
426,5743529.0,a few days or more,0.0,0.0,False,2,True,False,CuauhtÃ©moc,19.40741,-99.18053,Entire home/apt,2,1.0,1.0,1.0,786.0,1,1125,0,150,0,4.74,4.78,4.84,4.86,4.84,4.74,4.79,True,1,1.71
427,5021538.0,within an hour,1.0,0.75,False,0,True,True,CoyoacÃ¡n,19.33708,-99.18262,Entire home/apt,2,1.0,1.0,1.0,500.0,7,90,292,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,1,1.0
428,5750174.0,within an hour,0.97,0.99,True,14,True,False,Ãlvaro ObregÃ³n,19.35172,-99.19159,Entire home/apt,2,1.0,1.0,2.0,850.0,2,365,364,48,11,4.75,4.75,4.83,4.96,4.9,4.94,4.7,True,17,0.6
429,5045386.0,within an hour,1.0,0.72,True,5,True,True,Benito JuÃ¡rez,19.37608,-99.1612,Entire home/apt,2,1.0,1.0,1.0,729.0,5,1125,0,22,1,4.82,4.86,4.91,4.95,4.95,4.95,4.77,False,4,0.26
430,5055869.0,within a day,1.0,0.86,True,2,True,True,CuauhtÃ©moc,19.40708,-99.17031,Entire home/apt,4,2.5,2.0,2.0,1454.0,2,1125,157,64,7,4.92,4.9,4.9,4.98,5.0,5.0,4.87,False,1,0.75
431,5750208.0,within an hour,0.97,0.99,True,14,True,False,Ãlvaro ObregÃ³n,19.35373,-99.19185,Entire home/apt,2,1.0,1.0,1.0,750.0,2,365,311,46,8,5.0,4.93,4.91,5.0,4.98,5.0,4.98,True,17,0.57
432,5061093.0,unknown,0.0,0.0,False,4,True,True,Benito JuÃ¡rez,19.39184,-99.17684,Entire home/apt,4,1.0,2.0,2.0,905.0,1,1125,357,331,37,4.79,4.85,4.89,4.91,4.9,4.91,4.79,True,1,3.7
433,5750544.0,within a few hours,1.0,1.0,False,2,True,False,Cuajimalpa de Morelos,19.35457,-99.28723,Private room,2,1.5,1.0,2.0,608.0,2,1125,352,14,0,4.93,5.0,5.0,5.0,5.0,4.85,4.77,True,2,0.19
434,5761716.0,within a few hours,0.9,0.89,True,1,True,True,Benito JuÃ¡rez,19.3612,-99.14729,Entire home/apt,2,1.0,1.0,2.0,730.0,2,1125,103,104,10,4.87,4.82,4.83,4.97,4.94,4.7,4.84,True,1,1.26
435,5065732.0,within an hour,1.0,0.99,False,50,True,True,CuauhtÃ©moc,19.40821,-99.17053,Entire home/apt,8,2.0,3.0,4.0,4111.0,2,1125,62,255,15,4.9,4.93,4.91,4.99,4.96,4.98,4.88,True,39,2.84
436,5070456.0,within an hour,1.0,1.0,False,1,True,True,CuauhtÃ©moc,19.42892,-99.16452,Entire home/apt,2,1.0,1.0,1.0,828.0,3,1125,31,106,5,4.86,4.86,4.87,4.98,4.98,4.97,4.88,False,1,1.23
437,5785465.0,within a day,0.9,0.63,False,3,True,True,CoyoacÃ¡n,19.34141,-99.13625,Private room,2,1.0,1.0,1.0,400.0,1,1124,345,2,0,4.5,5.0,5.0,4.0,4.5,4.5,5.0,False,3,0.02
438,5074668.0,a few days or more,0.33,0.78,False,1,True,True,CuauhtÃ©moc,19.42344,-99.15666,Entire home/apt,2,1.0,1.0,1.0,1270.0,10,1125,27,22,5,4.81,4.76,4.86,4.9,4.8,4.95,4.8,False,1,0.28
439,5122937.0,a few days or more,0.0,0.0,False,1,True,False,Tlalpan,19.26939,-99.15149,Private room,2,1.0,1.0,1.0,600.0,1,1125,365,0,0,4.7,4.78,4.75,4.83,4.81,4.84,4.72,False,1,0.0
