id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,bathroom_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month
6.16E+17,within an hour,1,0.97,t,8,t,t,Coyoacán,19.321651,-99.116646,Private room,1,1,1,1,$350.00,1,365,355,0,0,,,,,,,,t,8,
6.16E+17,within an hour,1,1,f,0,t,t,Cuauhtémoc,19.40917,-99.18075,Private room,2,1,1,1,$850.00,2,20,241,2,2,5,5,5,5,5,5,5,t,3,2
6.16E+17,N/A,N/A,N/A,f,1,t,t,Miguel Hidalgo,19.431662,-99.20295,Entire home/apt,4,3.5,2,2,"$2,300.00",90,365,365,0,0,,,,,,,,f,1,
6.16E+17,within an hour,1,1,f,0,t,t,Benito Juárez,19.36975,-99.17114,Entire home/apt,4,2,2,2,"$1,990.00",2,20,176,2,2,5,4.5,5,5,5,5,4,f,1,1.33
6.16E+17,within an hour,1,1,f,9,t,t,Cuauhtémoc,19.41095,-99.16212,Entire home/apt,5,2,3,3,"$1,130.00",1,365,294,6,6,5,5,4.83,4.67,4.83,5,4.83,t,1,3.83
6.16E+17,within an hour,1,1,t,1,t,t,Cuauhtémoc,19.43301,-99.16445,Entire home/apt,4,2,2,3,"$1,570.00",1,1125,245,1,1,5,5,5,5,5,4,5,t,7,1
6.17E+17,within an hour,1,0.38,f,0,t,f,Benito Juárez,19.36191,-99.1483,Private room,4,2,2,4,$750.00,3,365,365,0,0,,,,,,,,f,8,
6.15E+17,within an hour,1,1,f,1,t,t,Benito Juárez,19.3908,-99.17494,Private room,2,1,1,1,$401.00,2,30,60,6,6,4.83,5,4.83,5,5,5,5,f,1,3.46
6.15E+17,within an hour,1,1,f,0,t,t,Cuauhtémoc,19.4189,-99.16692,Private room,2,1,1,1,$425.00,3,365,348,9,9,4.22,4.67,4.56,4.44,4.11,5,4.22,t,3,4.91
6.11E+17,within an hour,1,1,f,0,t,t,Cuauhtémoc,19.44205,-99.16434,Entire home/apt,7,2,3,3,$910.00,2,60,231,0,0,,,,,,,,f,7,
6.15E+17,within an hour,1,0.98,t,0,t,t,Cuauhtémoc,19.42037285,-99.17047194,Entire home/apt,4,2,2,2,"$1,990.00",1,90,87,3,3,4.33,5,5,4,4.67,5,5,t,6,1.96
6.15E+17,within an hour,1,1,f,13,t,t,Álvaro Obregón,19.32695,-99.20251,Entire home/apt,2,1,1,1,"$1,042.00",2,365,365,0,0,,,,,,,,t,5,
6.15E+17,within an hour,1,1,t,12,t,t,Cuauhtémoc,19.417006,-99.177612,Entire home/apt,8,2,3,4,"$5,024.00",1,365,57,2,2,5,5,5,5,5,5,5,t,20,2
6.17E+17,within an hour,1,1,f,1,t,t,Coyoacán,19.33176,-99.15196,Private room,2,1,1,1,$400.00,1,30,358,0,0,,,,,,,,t,1,
6.17E+17,within an hour,0.95,0.99,f,10,t,t,Cuajimalpa de Morelos,19.34828,-99.29509,Entire home/apt,2,1,1,1,"$1,100.00",1,365,356,2,2,5,5,5,5,5,5,5,t,9,2
6.11E+17,within an hour,1,0.97,t,1,t,t,Iztacalco,19.40881,-99.07676,Entire home/apt,4,2,2,3,"$1,000.00",1,365,340,0,0,,,,,,,,t,3,
6.17E+17,within an hour,0.95,0.99,f,10,t,t,Cuajimalpa de Morelos,19.34691,-99.29697,Private room,2,1,1,1,$887.00,1,365,361,6,6,4.83,4.83,5,4.83,4.83,4.83,4.67,t,9,4
6.11E+17,within an hour,1,0.99,t,0,t,t,Cuauhtémoc,19.440481,-99.162659,Entire home/apt,5,1.5,2,3,$764.00,1,90,346,3,3,3.67,4.33,3.67,3,5,5,4.33,t,4,1.7
6.15E+17,within an hour,1,0.98,t,0,t,t,Cuauhtémoc,19.418423,-99.165604,Entire home/apt,4,1,2,2,"$1,385.00",1,90,356,2,2,5,5,4.5,5,4.5,5,5,t,6,1.15
6.15E+17,within an hour,1,1,f,13,t,t,Álvaro Obregón,19.32801,-99.20263,Entire home/apt,2,1,1,1,"$4,143.00",1,365,365,0,0,,,,,,,,t,5,
6.11E+17,within an hour,1,N/A,f,0,t,f,Cuauhtémoc,19.416594,-99.176041,Entire home/apt,4,1.5,3,2,"$3,318.00",2,365,365,0,0,,,,,,,,f,1,
6.15E+17,within an hour,1,1,t,12,t,t,Cuauhtémoc,19.417006,-99.177612,Entire home/apt,4,2,2,2,"$4,039.00",1,365,90,1,1,5,5,5,5,5,5,5,t,20,1
6.15E+17,within a day,0.5,1,f,1,t,t,Tlalpan,19.286947,-99.219551,Entire home/apt,2,1,1,1,$690.00,1,365,358,1,1,4,4,3,3,4,3,3,f,2,1
6.17E+17,within an hour,0.9,0.94,t,4,t,t,Gustavo A. Madero,19.47897,-99.12826,Entire home/apt,3,1,1,1,$776.00,4,31,365,1,1,4,5,5,5,5,5,4,f,6,1
6.15E+17,within an hour,1,1,t,12,t,t,Cuauhtémoc,19.417006,-99.177612,Entire home/apt,5,2,2,4,"$4,442.00",1,365,99,1,1,5,5,5,5,5,5,5,t,20,1
6.15E+17,within an hour,1,1,t,2,t,t,Venustiano Carranza,19.42551,-99.10715,Entire home/apt,7,2,3,5,"$1,300.00",1,365,350,1,1,5,5,5,5,5,5,5,f,2,0.67
6.11E+17,within an hour,1,0.92,f,0,t,t,Cuauhtémoc,19.41836,-99.16026,Private room,2,1,1,1,$450.00,2,1125,179,2,2,5,5,5,5,5,5,5,t,2,1.13
6.11E+17,within an hour,1,1,f,0,t,t,Benito Juárez,19.3966,-99.15511,Entire home/apt,5,2,2,2,"$1,000.00",1,365,359,2,2,4.5,5,5,5,5,5,5,f,1,2
6.15E+17,within an hour,1,1,f,0,t,t,Cuauhtémoc,19.41343,-99.18051,Private room,1,1,1,1,$750.00,1,365,311,1,1,5,5,4,5,5,5,5,f,3,0.61
6.11E+17,within an hour,1,0.92,f,0,t,t,Benito Juárez,19.382029,-99.187927,Private room,2,1,1,1,$550.00,1,365,324,10,10,5,5,5,5,5,5,5,f,1,5.45
6.12E+17,within a few hours,1,0.78,f,4,t,t,Benito Juárez,19.40008,-99.16294,Private room,2,1,1,1,$304.00,2,1125,354,0,0,,,,,,,,f,3,
6.12E+17,within an hour,1,1,f,1,t,t,Cuauhtémoc,19.41655,-99.15756,Entire home/apt,4,2.5,2,2,"$4,442.00",4,60,309,2,2,5,5,5,5,5,5,5,f,1,1.58
6.12E+17,within an hour,1,1,f,5,t,t,Cuauhtémoc,19.4605,-99.13482,Entire home/apt,6,1,2,3,$890.00,2,1125,362,2,2,5,5,5,5,5,5,5,f,5,1.3
6.12E+17,within an hour,1,0.99,t,0,t,t,Cuauhtémoc,19.425447,-99.165749,Entire home/apt,4,2,2,2,"$1,543.00",2,365,351,5,5,4.4,5,5,4.2,4.2,4.6,4.4,t,5,3.06
6.15E+17,within an hour,1,0.98,t,0,t,t,Cuauhtémoc,19.420256,-99.170204,Entire home/apt,3,1,1,2,"$1,337.00",1,90,180,3,3,4.33,4.33,4.33,5,5,5,4,t,6,3
6.15E+17,within an hour,1,1,f,65,t,t,Cuauhtémoc,19.42301,-99.15742,Entire home/apt,5,2,3,4,"$1,212.00",2,28,41,6,6,5,5,4.67,5,5,5,5,t,37,3.75
6.15E+17,within an hour,1,0.98,t,0,t,t,Cuauhtémoc,19.420507,-99.166916,Entire home/apt,2,1,1,1,"$1,334.00",1,90,173,3,3,5,5,5,5,5,5,4.67,t,6,2.65
6.15E+17,within an hour,1,1,t,0,t,t,Miguel Hidalgo,19.436108,-99.19249,Entire home/apt,5,4,3,4,"$3,287.00",1,90,320,5,5,5,4.8,4.8,4.8,4.8,4.8,4.6,t,6,3.19
6.12E+17,within an hour,1,0.88,f,1,t,t,Cuajimalpa de Morelos,19.35606956,-99.28683472,Private room,1,1,1,1,$460.00,2,120,86,1,1,5,5,5,5,5,5,5,t,2,1
6.17E+17,N/A,N/A,N/A,f,0,t,f,Álvaro Obregón,19.39697,-99.20635,Private room,2,1,2,2,$500.00,1,365,365,0,0,,,,,,,,t,1,
6.12E+17,within an hour,0.9,0.96,t,0,t,t,Miguel Hidalgo,19.440199,-99.181992,Entire home/apt,3,1,1,2,"$1,820.00",2,1125,355,0,0,,,,,,,,t,4,
6.17E+17,within an hour,0.92,0.96,f,0,t,t,Cuauhtémoc,19.41605,-99.15487,Entire home/apt,2,1,,1,"$1,825.00",1,365,364,3,3,4.67,4.67,5,5,4.67,5,5,t,4,2.43
6.15E+17,within an hour,1,0.98,t,0,t,t,Cuauhtémoc,19.413677,-99.165466,Entire home/apt,8,3,3,4,"$3,490.00",1,90,334,1,1,3,3,2,5,5,3,3,t,6,1
6.15E+17,within an hour,1,1,t,0,t,t,Miguel Hidalgo,19.436108,-99.19249,Entire home/apt,4,3,2,2,"$2,445.00",1,90,352,1,1,5,5,5,5,5,5,5,t,6,0.68
6.12E+17,within an hour,1,0.92,f,2,t,t,Miguel Hidalgo,19.44583,-99.18693,Entire home/apt,2,2,2,2,$900.00,28,180,293,0,0,,,,,,,,f,2,
6.15E+17,within an hour,1,1,t,0,t,t,Miguel Hidalgo,19.436108,-99.19249,Entire home/apt,6,4,3,4,"$2,370.00",1,90,318,4,4,4.75,4.75,4.5,5,5,5,4.75,t,6,4
6.17E+17,within an hour,1,1,f,12,t,t,Cuauhtémoc,19.4169,-99.16039,Entire home/apt,6,2.5,3,3,"$1,823.00",1,90,248,5,5,4.2,3.8,4.8,4.6,4.8,4.8,4.2,f,13,3.26
6.17E+17,within an hour,1,1,f,1,t,f,Iztacalco,19.38861,-99.13127,Entire home/apt,2,1,1,1,$500.00,3,365,365,1,1,5,5,5,5,5,5,5,t,2,0.65
6.15E+17,within an hour,1,1,f,24,t,t,Miguel Hidalgo,19.43296,-99.18067,Private room,2,1,1,1,$371.00,1,365,363,9,9,4.89,4.67,4.67,5,5,5,4.78,t,25,5.19
6.12E+17,N/A,N/A,N/A,f,1,t,t,Cuauhtémoc,19.436628,-99.152206,Entire home/apt,2,1,1,1,$950.00,2,365,267,0,0,,,,,,,,t,1,
6.15E+17,within an hour,1,0.95,f,55,t,t,Miguel Hidalgo,19.441612,-99.195938,Entire home/apt,4,1,1,1,"$1,500.00",1,365,324,1,1,5,5,5,4,5,5,5,f,29,0.65
6.15E+17,within a few hours,0.8,1,f,2,t,t,Cuauhtémoc,19.41159,-99.17737,Private room,1,1,1,1,$611.00,7,90,365,0,0,,,,,,,,t,5,
6.17E+17,within an hour,0.96,1,f,0,t,t,Cuauhtémoc,19.424038,-99.168121,Entire home/apt,2,1,1,1,"$1,186.00",2,1125,280,8,8,5,5,5,4.88,5,5,4.88,t,2,5
6.17E+17,within an hour,1,1,f,1,t,f,Iztacalco,19.38772,-99.131538,Entire home/apt,2,1,1,1,$550.00,3,365,365,0,0,,,,,,,,t,2,
6.12E+17,within an hour,1,0.97,f,9,t,t,Benito Juárez,19.37315,-99.15314,Private room,1,1.5,2,1,$453.00,30,365,293,0,0,,,,,,,,t,2,
6.12E+17,within an hour,1,0.98,f,6,t,t,Cuauhtémoc,19.426716,-99.165489,Private room,3,1,1,1,"$1,088.00",1,6,87,0,0,,,,,,,,t,4,
6.12E+17,within an hour,1,0.94,t,2,t,f,Cuauhtémoc,19.41171,-99.16877,Entire home/apt,4,2,2,3,"$3,127.00",2,60,153,0,0,,,,,,,,f,1,
6.17E+17,within an hour,0.96,0.95,f,51,t,t,Cuauhtémoc,19.41132,-99.17315,Entire home/apt,2,1,1,1,$989.00,1,365,355,1,1,5,5,5,5,5,5,5,t,22,0.64
6.17E+17,within an hour,1,1,f,0,t,t,Cuauhtémoc,19.41524,-99.15478,Private room,2,1,1,1,$408.00,2,1125,323,4,4,4.75,4.75,5,5,5,4.5,4.75,t,1,2.73
6.17E+17,within an hour,1,0.83,f,0,t,t,Benito Juárez,19.38582,-99.15441,Entire home/apt,4,2,2,2,$900.00,1,20,78,3,3,5,5,5,5,5,5,5,f,1,3
6.17E+17,within an hour,1,0.97,t,0,t,f,Cuauhtémoc,19.41054,-99.17962,Entire home/apt,4,2,2,2,"$2,634.00",4,50,80,4,4,4.75,4.75,4.75,5,4.75,4.75,4.75,f,5,3.24
6.17E+17,within an hour,1,0.98,f,3,t,t,Coyoacán,19.34885,-99.16591,Entire home/apt,3,1,1,2,$800.00,2,90,180,3,3,5,5,4.33,5,5,5,5,f,3,3
6.17E+17,within an hour,1,1,f,0,t,t,Venustiano Carranza,19.41566,-99.1244,Entire home/apt,3,1,2,2,$550.00,1,365,214,2,2,5,5,3.5,5,4.5,5,5,f,2,2
6.12E+17,within an hour,1,0.86,f,4,t,t,Benito Juárez,19.38963,-99.18776,Private room,2,1,1,1,$450.00,2,365,365,0,0,,,,,,,,f,4,
6.12E+17,within an hour,1,0.86,f,4,t,t,Álvaro Obregón,19.38954,-99.18974,Private room,1,1,1,1,$370.00,2,365,355,0,0,,,,,,,,f,4,
6.12E+17,within an hour,1,0.86,f,4,t,t,Benito Juárez,19.38808,-99.18843,Private room,1,1,1,1,$320.00,2,60,306,1,1,5,5,5,5,5,5,5,f,4,1
6.12E+17,within a few hours,1,1,f,1,t,t,Miguel Hidalgo,19.42763,-99.19119,Entire home/apt,4,2.5,2,2,"$1,379.00",3,365,0,2,2,5,5,5,5,5,5,5,f,1,2
6.12E+17,within an hour,1,N/A,f,2,t,t,Cuauhtémoc,19.41831,-99.16133,Entire home/apt,4,1.5,1,1,"$3,000.00",3,30,364,0,0,,,,,,,,f,1,
6.17E+17,within an hour,1,1,f,1,t,t,Cuauhtémoc,19.41855,-99.1714,Private room,2,1,1,1,$750.00,2,10,359,0,0,,,,,,,,t,1,
6.17E+17,within an hour,1,0.98,t,8,t,t,Miguel Hidalgo,19.44073,-99.18265,Entire home/apt,3,1,1,2,$969.00,2,365,259,4,4,5,5,4.75,5,5,5,5,f,4,4
6.17E+17,within an hour,1,1,f,0,t,f,Cuauhtémoc,19.41363,-99.17319,Private room,2,1,1,1,$680.00,3,365,364,1,1,5,5,5,5,5,5,5,t,1,0.77
6.17E+17,within an hour,1,1,f,0,t,t,Cuauhtémoc,19.40938,-99.17872,Entire home/apt,6,3,3,4,"$3,207.00",3,1125,196,4,4,5,5,5,5,5,5,5,t,1,2.61
6.12E+17,within an hour,1,1,t,57,t,t,Miguel Hidalgo,19.42938,-99.174438,Entire home/apt,2,1,1,1,$773.00,1,30,66,13,13,4.92,4.92,4.92,5,5,5,4.69,t,45,8.3
6.12E+17,within an hour,1,1,t,25,t,t,Miguel Hidalgo,19.432699,-99.181763,Entire home/apt,4,1,2,3,"$2,037.00",2,365,356,3,3,4.67,5,5,5,5,5,5,f,24,3
6.12E+17,within an hour,1,1,t,0,t,t,Gustavo A. Madero,19.4846,-99.12334,Private room,3,1.5,1,2,$283.00,2,28,251,5,5,4.8,5,5,5,5,5,4.8,t,2,4.55
6.12E+17,within an hour,1,0.71,f,0,t,t,Cuauhtémoc,19.4116,-99.15666,Entire home/apt,2,1,1,1,"$1,500.00",2,1125,358,2,2,4.5,4.5,4,5,5,5,5,f,1,1.18
6.17E+17,within an hour,1,1,f,0,t,t,Benito Juárez,19.36293,-99.1656,Entire home/apt,3,1,2,2,$800.00,2,1125,253,1,1,5,5,5,5,5,5,5,t,2,1
6.15E+17,within an hour,1,0.94,f,0,t,t,Azcapotzalco,19.478542,-99.177292,Entire home/apt,4,1,2,2,$603.00,2,1125,313,12,12,4.75,4.75,4.83,4.83,4.75,4.67,4.75,f,1,7.83
6.15E+17,within an hour,1,1,t,13,t,t,Cuajimalpa de Morelos,19.36152,-99.26771,Entire home/apt,4,1,1,1,"$1,079.00",1,365,360,4,4,4.75,5,4.5,5,4.75,5,4.75,t,13,2.35
6.13E+17,within an hour,1,1,f,0,t,t,Cuauhtémoc,19.407833,-99.171761,Private room,1,1.5,1,1,$351.00,1,30,350,16,16,4.88,4.94,4.94,4.88,4.94,5,4.81,t,2,10.67
6.15E+17,within an hour,1,1,f,0,t,t,Miguel Hidalgo,19.432098,-99.190941,Entire home/apt,2,1,1,1,"$1,174.00",2,365,364,0,0,,,,,,,,t,1,
6.15E+17,within an hour,1,1,f,0,t,f,Coyoacán,19.35534,-99.16286,Entire home/apt,6,3.5,3,3,"$2,256.00",3,365,341,0,0,,,,,,,,f,4,
6.15E+17,within an hour,1,0.99,t,2,t,t,Cuajimalpa de Morelos,19.35528,-99.28942,Entire home/apt,4,1,2,2,"$1,000.00",2,365,365,2,2,5,5,5,5,5,5,5,t,3,2
6.15E+17,within an hour,1,1,t,19,t,t,Cuauhtémoc,19.423862,-99.170219,Entire home/apt,10,2,3,7,"$2,382.00",1,365,47,2,2,5,5,5,5,5,5,5,t,15,1.67
6.15E+17,within an hour,1,1,t,0,t,t,Miguel Hidalgo,19.436108,-99.19249,Entire home/apt,7,4,3,4,"$2,966.00",1,90,336,3,3,5,4.67,4.67,5,5,5,5,t,6,2.09
6.15E+17,within an hour,1,0.98,t,0,t,t,Cuauhtémoc,19.42065,-99.172195,Entire home/apt,2,1,1,1,"$1,524.00",1,90,179,4,4,4.25,4,4.75,4,4.75,4.5,4.25,t,6,2.35
6.15E+17,within an hour,1,1,f,0,t,t,Cuauhtémoc,19.41736,-99.16634,Entire home/apt,4,1,2,2,"$1,149.00",1,365,301,0,0,,,,,,,,t,3,
6.15E+17,within an hour,1,1,t,0,t,t,Miguel Hidalgo,19.436108,-99.19249,Entire home/apt,5,3,3,3,"$1,927.00",1,90,297,9,9,4.78,4.78,4.56,4.56,5,5,4.78,t,6,7.3
6.17E+17,N/A,N/A,N/A,f,0,t,f,Benito Juárez,19.39475,-99.16684,Entire home/apt,4,2,2,2,"$1,300.00",4,12,365,0,0,,,,,,,,f,1,
6.17E+17,within an hour,1,1,f,0,t,t,Benito Juárez,19.38237,-99.15947,Entire home/apt,3,1.5,2,3,"$1,186.00",1,1125,171,11,11,5,4.82,5,4.82,5,5,5,f,1,7.67
6.18E+17,within an hour,1,1,f,0,t,t,Iztacalco,19.38825,-99.12187,Entire home/apt,5,2,2,3,"$1,200.00",1,1125,325,4,4,5,5,4.25,5,5,5,5,f,1,2.67
6.18E+17,within an hour,1,0.97,f,1,t,t,Benito Juárez,19.38929,-99.15737,Entire home/apt,4,2,2,2,$650.00,2,365,340,0,0,,,,,,,,f,4,
6.18E+17,N/A,N/A,N/A,f,4,t,f,Cuauhtémoc,19.42613,-99.14969,Shared room,1,1,1,1,$199.00,1,365,365,2,2,5,5,5,5,5,5,5,t,4,2
6.18E+17,N/A,N/A,N/A,f,4,t,f,Cuauhtémoc,19.427097,-99.150787,Shared room,1,2,1,1,$199.00,1,365,364,3,3,5,5,5,5,5,5,5,t,4,3
6.18E+17,within an hour,1,1,f,1,t,t,Cuauhtémoc,19.419178,-99.17614,Entire home/apt,3,1,1,2,"$1,726.00",2,365,352,6,6,5,5,5,5,5,5,5,t,1,4.19
6.18E+17,within an hour,0.6,1,f,0,t,t,Gustavo A. Madero,19.4963361,-99.0976451,Entire home/apt,4,1.5,2,2,$552.00,1,365,365,0,0,,,,,,,,t,1,
6.18E+17,within an hour,1,1,f,14,t,t,Benito Juárez,19.3996,-99.17104,Entire home/apt,2,1,1,2,"$1,031.00",2,365,364,1,1,5,5,5,4,3,5,5,f,19,1
6.18E+17,within an hour,1,0.96,f,2,t,t,Iztacalco,19.39638,-99.10988,Private room,3,1.5,1,2,$350.00,1,1125,359,2,2,5,5,5,5,5,5,5,f,1,1.58
6.15E+17,within an hour,1,1,t,0,t,t,Cuauhtémoc,19.406555,-99.169724,Entire home/apt,5,3,3,3,"$2,393.00",1,90,290,4,4,4.5,4.5,5,4.5,4.75,5,4.5,t,7,4
6.15E+17,within an hour,0.94,0.94,f,3,t,t,Cuauhtémoc,19.42941,-99.16445,Private room,2,1,1,1,$504.00,1,1125,355,9,9,5,4.89,5,5,5,5,5,f,3,6
6.15E+17,within an hour,1,1,f,0,t,f,Venustiano Carranza,19.40908,-99.0774,Entire home/apt,3,1,2,2,$480.00,1,1125,326,0,0,,,,,,,,t,1,
6.15E+17,within a few hours,0.57,1,f,0,t,t,Cuauhtémoc,19.42584,-99.15563,Entire home/apt,2,1.5,3,1,"$1,680.00",2,90,361,2,2,5,5,5,5,5,5,5,t,1,1.58
6.15E+17,within an hour,1,0.99,t,4,t,t,Cuauhtémoc,19.4286,-99.1695,Entire home/apt,4,1,1,2,"$1,229.00",2,90,18,4,4,5,5,5,5,5,5,5,t,2,2.67
6.18E+17,N/A,N/A,N/A,f,0,t,t,Benito Juárez,19.40279,-99.1505,Entire home/apt,3,2,2,6,$800.00,365,365,364,0,0,,,,,,,,f,1,
6.13E+17,within an hour,1,1,f,79,t,t,Cuauhtémoc,19.421402,-99.162895,Entire home/apt,6,1,2,3,"$1,372.00",1,1125,342,7,7,4.86,5,4.71,5,5,5,4.86,t,79,5.38
6.18E+17,within an hour,0.98,1,f,15,t,t,Cuauhtémoc,19.42929,-99.1695,Entire home/apt,4,1,1,2,"$1,024.00",2,365,362,2,2,4,4.5,5,5,3.5,5,4.5,t,14,1.62
6.15E+17,within an hour,1,0.8,f,0,t,t,Cuauhtémoc,19.410324,-99.16922,Entire home/apt,2,1,1,1,"$2,400.00",2,1125,365,2,2,4.5,4,4,5,5,4.5,5,t,2,2
6.16E+17,within an hour,1,1,f,1,t,t,Coyoacán,19.3409,-99.18106,Private room,2,1,1,1,$286.00,3,365,74,1,1,5,5,5,5,5,5,5,f,2,1
6.19E+17,within an hour,1,1,t,0,t,t,Benito Juárez,19.398434,-99.171928,Entire home/apt,3,2,2,3,"$1,400.00",1,365,322,1,1,5,5,5,5,5,5,5,f,3,1
6.13E+17,within an hour,1,1,f,79,t,t,Cuauhtémoc,19.421402,-99.162895,Entire home/apt,5,1,2,3,"$1,243.00",1,1125,354,3,3,4.33,4.67,4.67,4.67,4.33,5,4.33,t,79,2.25
6.19E+17,within an hour,0.73,1,f,0,t,f,Tlalpan,19.24055,-99.24626,Private room,2,30,30,30,"$5,500.00",1,365,365,0,0,,,,,,,,f,3,
6.19E+17,within an hour,0.99,0.98,f,62,t,t,Coyoacán,19.35805,-99.16787,Entire home/apt,2,1,1,1,$800.00,5,60,7,0,0,,,,,,,,f,62,
6.18E+17,within an hour,1,1,f,0,t,t,Azcapotzalco,19.4642,-99.15806,Entire home/apt,1,1,1,1,$680.00,7,70,59,1,1,5,5,5,5,5,5,5,f,1,1
6.18E+17,within an hour,0.9,0.94,t,4,t,t,Gustavo A. Madero,19.4778,-99.12764,Entire home/apt,3,1,1,1,$679.00,4,31,365,0,0,,,,,,,,f,6,
6.18E+17,within an hour,0.98,1,f,47,t,t,Benito Juárez,19.36606,-99.17626,Private room,4,1,1,1,$248.00,2,365,364,4,4,4.75,4.75,4.75,4.75,5,5,4.75,t,47,2.61
6.13E+17,within an hour,1,1,f,79,t,t,Cuauhtémoc,19.421402,-99.162895,Entire home/apt,5,1,2,3,"$1,243.00",1,1125,360,5,5,4.2,4.2,4.6,5,5,5,4.4,t,79,4.17
6.18E+17,within a day,1,1,f,2,t,t,Cuauhtémoc,19.40289,-99.16706,Private room,4,2,2,2,$600.00,2,1125,180,1,1,5,5,5,5,5,5,5,t,1,1
6.18E+17,within an hour,1,1,f,3,t,t,Tlalpan,19.27984,-99.16672,Entire home/apt,6,1,3,3,$990.00,1,365,365,3,3,5,5,5,5,5,5,5,t,2,2.05
6.18E+17,within an hour,1,1,f,17,t,t,Miguel Hidalgo,19.43258,-99.19498,Entire home/apt,2,1,1,1,"$1,103.00",2,365,365,7,7,4.71,5,5,4.71,5,5,5,t,17,5.38
6.19E+17,within an hour,1,0.94,f,2,t,t,Cuauhtémoc,19.40298,-99.13616,Private room,2,1,1,1,$340.00,3,365,90,1,1,5,5,5,5,5,5,5,t,3,0.83
6.13E+17,within an hour,1,1,f,79,t,t,Cuauhtémoc,19.421402,-99.162895,Entire home/apt,5,1,2,3,"$1,443.00",1,1125,355,2,2,5,5,5,5,5,5,5,t,79,2
6.19E+17,within an hour,1,1,f,1,t,t,Benito Juárez,19.36574,-99.14514,Private room,1,1,1,1,$205.00,20,80,263,1,1,5,5,5,5,5,5,5,f,1,1
6.19E+17,within an hour,0.99,0.98,f,62,t,t,Benito Juárez,19.359005,-99.167519,Entire home/apt,2,1,1,1,$800.00,5,60,9,0,0,,,,,,,,f,62,
6.19E+17,within an hour,0.73,1,f,0,t,f,Tlalpan,19.29088,-99.16962,Private room,12,7,7,7,"$4,000.00",1,365,365,0,0,,,,,,,,f,3,
6.19E+17,within an hour,0.73,1,f,0,t,f,Tlalpan,19.29058,-99.16908,Private room,2,50,50,50,$900.00,1,365,365,0,0,,,,,,,,f,3,
6.19E+17,within an hour,1,1,f,1,t,t,Cuauhtémoc,19.42488,-99.16831,Entire home/apt,4,1.5,2,2,"$2,500.00",3,365,344,0,0,,,,,,,,t,2,
6.19E+17,a few days or more,0,N/A,f,0,t,f,Cuauhtémoc,19.435514,-99.169434,Entire home/apt,3,2,2,2,$700.00,5,15,140,0,0,,,,,,,,t,1,
6.13E+17,within an hour,1,0.97,f,0,f,t,Miguel Hidalgo,19.44786,-99.21477,Private room,2,1,1,1,$385.00,1,365,344,8,8,4.75,4.88,5,5,5,5,4.88,f,3,6.32
6.19E+17,within an hour,0.94,0.98,f,0,t,t,Cuauhtémoc,19.42662,-99.17248,Private room,2,1,1,1,$564.00,1,365,360,0,0,,,,,,,,t,18,
6.19E+17,within an hour,0.97,0.99,f,9,t,t,Benito Juárez,19.38765,-99.18323,Entire home/apt,4,2,2,3,"$1,143.00",2,365,3,7,7,5,4.86,4.86,4.71,5,4.86,5,f,9,5
6.13E+17,within an hour,1,1,f,79,t,t,Cuauhtémoc,19.421402,-99.162895,Entire home/apt,5,1,2,3,"$1,443.00",1,1125,347,1,1,2,4,2,4,4,4,3,t,79,0.79
6.19E+17,a few days or more,0,N/A,f,0,t,f,Venustiano Carranza,19.44522,-99.08908,Private room,2,1,1,1,$350.00,1,365,365,0,0,,,,,,,,t,1,
6.18E+17,within a few hours,1,1,f,0,t,t,Azcapotzalco,19.464035,-99.166794,Entire home/apt,4,1,2,2,$700.00,1,1125,358,1,1,5,5,5,5,5,5,5,f,1,1
6.13E+17,within an hour,1,0.98,f,6,t,t,Cuauhtémoc,19.426676,-99.16555,Private room,3,1,1,1,"$1,166.00",1,365,363,0,0,,,,,,,,t,4,
6.13E+17,within an hour,1,1,f,79,t,t,Cuauhtémoc,19.421402,-99.162895,Entire home/apt,5,1,2,4,"$1,243.00",1,1125,347,7,7,3.86,3.86,3.71,4.71,4.29,5,3.86,t,79,5.68
6.18E+17,within an hour,1,1,t,0,t,t,Cuauhtémoc,19.409988,-99.173744,Entire home/apt,6,2,3,3,"$3,319.00",1,90,329,6,6,4.67,4.83,4.67,4.83,5,5,5,t,7,5.62
6.18E+17,within an hour,1,1,t,0,t,t,Cuauhtémoc,19.412207,-99.171799,Entire home/apt,4,2,2,2,"$2,010.00",1,90,151,1,1,5,5,5,5,5,5,5,t,7,1
6.13E+17,within an hour,1,1,f,1,t,t,Coyoacán,19.33022,-99.15131,Entire home/apt,2,1,1,2,$668.00,1,1125,90,0,0,,,,,,,,f,2,
6.18E+17,within an hour,1,1,t,0,t,t,Cuauhtémoc,19.414845,-99.168907,Entire home/apt,9,3,4,4,"$3,011.00",1,90,319,3,3,4.67,4.33,4.67,4.33,4.33,5,5,t,7,2
